Call,TotalHours,OnePointEightMHz,ThreePointFiveMHz,SevenMHz,FourteenMHz,TwentyOneMHz,TwentyEightMHz,None
KC0URL,22,2,4,7,10,11,0,0
KC1EYS,1,0,0,1,0,0,0,0
KC1XX,48,21,29,35,31,23,11,0
KC2LM,9,0,2,2,5,5,1,0
KC2LSD,12,1,10,1,2,0,0,0
KC2LST,2,0,2,2,0,0,0,0
KC2MBV,7,0,0,2,4,3,0,0
KC2NYU,11,0,2,5,7,0,0,0
KC4D,15,0,1,6,6,2,0,0
KC4FLT,3,0,0,1,1,1,0,0
KC4LE,11,0,0,3,5,6,0,0
KC4TEO,22,0,7,12,10,7,1,0
KC4WQ,3,3,0,0,0,0,0,0
KC5DCT,17,0,0,5,8,6,0,0
KC5RGQ,18,0,4,5,8,6,1,0
KC5SDY,13,0,0,6,6,1,0,0
KC6KGL,5,0,0,0,5,0,0,0
KC6ZBE/5,8,0,0,8,0,0,0,0
KC7DM,10,2,2,0,4,5,0,0
KC7ITP,28,1,3,12,13,6,2,0
KC7QY,27,0,10,10,9,6,4,0
KC7YE,11,5,3,2,4,0,1,0
KC8R,19,0,6,9,8,3,0,0
KC9CND,5,0,0,5,0,0,0,0
KC9HYY,2,0,0,1,2,0,0,0
KC9K,17,1,2,7,10,6,0,0
KC9QQ,17,0,0,7,12,4,1,0
KC9UJS,19,3,6,7,8,2,1,0
KD0GY,12,0,1,6,6,2,0,0
KD0S,9,0,0,0,9,0,0,0
KD1YV,4,0,0,3,1,1,0,0
KD2EIM,3,0,0,0,3,0,0,0
KD2KCD,5,0,0,1,4,1,0,0
KD3RF,19,0,2,8,9,5,0,0
KD3TB,29,3,6,13,18,8,4,0
KD4YDD,7,2,0,1,5,1,0,0
KD5DD,15,0,2,7,8,1,0,0
KD5M,31,12,5,0,6,11,2,0
KD5QAQ,22,1,2,8,11,7,2,0
KD5HQV,7,0,1,3,5,2,0,0
KD6UY,11,0,3,0,3,6,0,0
KD6WKY,3,0,3,0,0,0,0,0
KD7H,20,0,0,0,20,0,0,0
KD8BBK,15,0,2,6,7,2,0,0
KD8DEU,11,0,1,7,5,1,0,0
KD8FS,18,0,0,0,17,13,0,0
KD8VMM,19,0,0,9,7,4,0,0
KD8VSQ,6,0,0,2,3,4,0,0
KD9BWP,21,0,0,6,15,5,0,0
KD9CLH,33,0,9,6,22,5,0,0
KD9MS,34,3,12,15,22,21,6,0
KE0A,11,0,0,0,8,7,0,0
KE0EK,6,0,2,1,3,0,0,0
KE0L,14,14,0,0,0,0,0,0
KE0TT,11,0,0,3,4,7,0,0
KE0YI,18,0,2,8,5,8,0,0
KE1F,20,0,6,9,9,3,1,0
KE1J,2,0,2,0,0,0,0,0
KE2VB,27,0,6,12,18,10,3,0
KE2WY,30,0,5,14,14,7,2,0
KE3D,4,0,0,2,3,0,0,0
KE3GK,26,0,1,9,3,15,1,0
KE3MX,15,0,1,5,7,5,0,0
KE3X,6,0,1,5,5,3,2,0
KE4KVC,10,0,0,10,0,0,0,0
KE4KY,25,0,3,6,15,12,2,0
KE4QCM,13,0,0,3,10,5,1,0
KE4RG,9,0,0,6,4,1,0,0
KE4S,24,6,9,9,14,9,5,0
KE5LQ,35,4,8,11,15,16,3,0
KE5RS,20,0,1,4,4,14,4,0
KE6QR,12,0,2,1,9,8,3,0
KE7DZ,20,1,4,9,9,3,0,0
KE8BII,16,0,1,9,11,2,1,0
KE8EAS,11,0,3,8,6,5,1,0
KE8G,5,0,0,0,5,0,0,0
KE8HEA,6,0,1,0,5,0,0,0
KE8M,39,1,15,15,22,18,1,0
KE8UM,2,2,0,0,0,0,0,0
KE8Y,18,0,2,2,7,12,1,0
KF0IQ,15,0,0,1,9,7,0,0
KF1P,13,0,0,0,13,0,0,0
KF2O,33,8,9,15,20,14,4,0
KF3B,38,10,15,19,20,12,3,0
KF3CP,10,0,2,4,6,3,0,0
KF3EB,9,0,2,1,3,5,0,0
KF3G,9,0,0,2,6,1,0,0
KF5JRA,4,0,0,0,4,0,0,0
KF5VRD,6,0,0,3,3,0,0,0
KF6HI,20,3,3,6,10,8,3,0
KF6I,25,8,2,6,10,8,1,0
KF7DUR,30,2,4,15,15,13,1,0
KF7E,15,1,3,3,4,9,1,0
KF7GGN,14,0,0,6,8,1,0,0
KF7WNS,17,2,3,8,6,6,0,0
KF7Z,4,0,0,4,0,0,0,0
KF7ZN,11,0,0,6,3,4,0,0
KG1D,18,0,3,7,8,10,1,0
KG1V,24,0,5,11,14,8,2,0
KG4CUY,9,0,0,3,5,5,0,0
KG4IGC,29,4,6,16,12,10,1,0
KG4QIV,16,0,3,7,10,0,0,0
KG4USN,19,0,5,11,10,8,0,0
KG4V,38,9,19,21,27,19,5,0
KG4W,14,10,0,5,0,0,0,0
KG5HI,15,0,0,5,7,5,0,0
KG6AO,18,6,3,10,5,5,0,0
KG6CIH,4,0,0,2,2,0,0,0
KG6MC,28,0,11,13,11,8,2,0
KG6N,17,0,1,2,13,4,0,0
KG7CW,31,12,7,10,10,7,0,0
KG7V,10,0,0,2,8,3,0,0
KG9N,10,1,1,4,4,4,0,0
KG9Z,8,8,0,0,0,0,0,0
KH6CJJ,35,2,9,13,20,17,9,0
KH6DX,20,20,0,0,0,0,0,0
KH6HGP,12,0,0,0,10,5,0,0
KH6J,48,23,30,38,39,36,20,0
KH6LC,48,5,24,30,28,21,3,0
KH6OO,9,0,0,0,5,7,4,0
KH6TU,27,0,5,13,13,8,4,0
KH6Y,22,0,0,4,19,2,0,0
KH7B,34,0,0,0,34,0,0,0
KH7M,47,13,14,22,19,19,11,0
KH7X/W7,23,0,23,0,0,0,0,0
KI0F,4,0,1,1,2,1,0,0
KI0I,33,4,11,14,13,7,0,0
KI1U,13,0,3,8,5,3,0,0
KI4CBN,21,0,7,8,7,9,0,0
KI4ODO,21,0,2,10,12,11,1,0
KI6OY,23,0,0,8,12,4,0,0
KI7DG,13,0,2,1,8,3,0,0
KI7MD,11,11,0,0,0,0,0,0
KI7N,13,0,0,13,0,0,0,0
KI7PKL,19,0,0,7,10,3,0,0
KJ0I,18,0,1,8,6,6,0,0
KJ0P,11,0,1,3,7,5,1,0
KJ4AOM,15,0,1,6,5,9,0,0
KJ4EU,7,0,0,5,3,0,0,0
KJ4LEN,6,0,0,2,3,4,0,0
KJ4M,10,0,0,2,4,5,0,0
KJ4QHL,6,0,0,2,4,0,0,0
KJ4RAQ,18,0,6,12,0,1,0,0
KJ4UC,19,0,0,9,11,3,0,0
KJ5Y,45,0,8,19,20,15,2,0
KJ6MBW,19,0,0,0,0,19,0,0
KJ9C,19,2,3,6,9,8,5,0
KJ9X,12,0,1,3,7,5,1,0
KK4R,9,2,1,5,1,4,1,0
KK4WX,4,0,1,3,0,0,0,0
KK4XX,17,0,0,17,0,0,0,0
KK7JS,30,0,10,11,10,16,0,0
KK7PW,19,0,3,5,9,9,0,0
KK7X,11,0,0,0,9,6,0,0
KK8D,15,3,4,6,2,3,0,0
KK9I,29,4,6,12,14,8,3,0
KK9K,15,4,5,8,5,5,3,0
KK9N,8,2,3,3,0,3,0,0
KL0R,27,8,10,18,16,5,0,0
KL0S,4,4,0,0,0,0,0,0
KL2R,12,0,0,12,0,0,0,0
KL7R/W7,17,2,3,5,10,10,1,0
KM0O,3,0,0,0,3,1,0,0
KM1D,11,0,3,8,2,0,0,0
KM2L,3,0,0,0,3,1,0,0
KM4HI,36,4,9,13,22,13,3,0
KM4JA,14,0,0,6,5,6,0,0
KM4VR,13,0,4,1,6,5,0,0
KM6I,7,0,1,6,1,0,0,0
KM6JD,33,2,2,15,15,11,0,0
KM6Z,36,0,8,16,18,17,3,0
KM7N,11,0,0,4,3,4,0,0
KN0V,24,1,3,10,10,11,1,0
KN0W,25,3,6,10,13,9,1,0
KN1H,5,0,0,0,0,5,0,0
KN3A,22,11,1,3,9,6,0,0
KN4VV,25,0,0,8,12,11,3,0
KN4Y,17,1,3,6,4,10,3,0
KN5S,1,0,0,0,0,1,0,0
KN7K,21,8,10,10,11,7,2,0
KO3T,13,0,0,13,0,0,0,0
KO4OL,8,0,1,1,2,7,0,0
KO7SS,44,14,21,26,29,16,9,0
KO8Z,18,0,0,0,0,18,0,0
KO9V,28,0,2,13,10,13,0,0
KP3W,13,0,4,3,2,7,3,0
KP4JFR,9,0,0,3,5,4,0,0
KQ0C,13,7,5,7,5,4,0,0
KQ1P,11,0,0,0,11,0,0,0
KQ2M,37,10,12,17,22,10,5,0
KQ2N,14,0,5,0,10,0,0,0
KQ2RP,12,0,0,0,0,12,0,0
KQ3F,43,12,15,27,27,14,5,0
KQ4LA,8,0,3,6,4,1,0,0
KQ8Z,26,0,0,0,26,0,0,0
KQ9J,9,0,6,4,0,0,0,0
KR1DX,2,0,0,0,2,0,0,0
KR2AA,16,0,0,0,16,0,0,0
KR2Q,36,2,7,16,21,13,4,0
KS0AA,21,0,1,4,0,17,0,0
KS0M,17,0,0,6,9,6,0,0
KS1J,40,7,13,20,25,18,4,0
KS2G,14,0,1,6,8,6,1,0
KS3K,15,0,0,4,9,4,0,0
KS4L,12,0,2,4,5,7,1,0
KS4S,24,0,0,10,9,9,0,0
KS5Z,7,0,0,0,2,5,0,0
KS7T,32,0,7,11,16,10,0,0
KS9W,26,5,4,12,9,12,2,0
KT0A,26,0,1,11,16,9,1,0
KT4Q,4,0,0,0,3,3,0,0
KT5TE,6,0,0,4,4,0,0,0
KT7G,16,0,0,0,15,3,0,0
KT9X,8,0,0,0,7,3,0,0
KU1N,36,0,9,18,13,7,0,0
KU2C,39,11,13,22,24,14,5,0
KU2M,25,1,0,0,0,25,1,0
KU4V,14,3,2,4,8,8,1,0
KV0Q,27,27,0,0,0,0,0,0
KV1J,17,2,3,6,6,7,2,0
KV2K,46,12,20,23,23,17,6,0
KV2X,10,1,2,5,6,4,0,0
KV3T,9,0,0,7,3,0,0,0
KW2J,24,0,2,9,13,3,0,0
KW3F,24,0,1,13,13,11,3,0
KW3Z,26,0,1,13,13,9,1,0
KW7WP,16,0,0,0,9,9,2,0
KW9R,6,0,0,4,2,0,0,0
KX1E,26,0,3,14,17,10,0,0
KX1G,21,0,3,6,10,7,0,0
KX4FR,25,0,4,5,22,8,0,0
KX4TT,31,16,14,19,13,6,0,0
KX6X,8,0,0,5,3,2,0,0
KX7L,11,0,0,5,5,4,0,0
KX7M,11,0,2,5,7,4,0,0
KY3W,27,2,8,11,9,7,0,0
KY6AA,24,0,9,12,5,7,0,0
KZ5D,29,6,13,14,16,7,0,0
KZ5J,19,0,0,0,0,19,0,0
KZ5OM,17,0,2,6,6,9,0,0
KZ9DX,22,0,0,0,20,5,0,0
L33M,27,0,0,8,9,12,0,0
LA0CX,6,2,2,4,0,0,0,0
LA1DSA,19,4,7,7,7,3,0,0
LA1K,6,0,1,5,3,0,0,0
LA1PHA,21,4,5,8,10,2,0,0
LA1TV,9,6,3,0,1,3,0,0
LA2AB,39,0,0,39,0,0,0,0
LA2HFA,28,6,11,13,8,4,0,0
LA2US,9,0,2,1,6,2,0,0
LA2WRA,26,2,10,11,8,6,0,0
LA2XNA,14,0,6,9,5,1,1,0
LA3LJ,3,0,3,1,0,0,0,0
LA3LJA,15,0,4,12,5,5,0,0
LA3RK,8,0,0,8,0,0,0,0
LA3TK,9,2,3,6,3,0,0,0
LA3ZA,18,5,3,6,7,4,0,0
LA4PM,14,0,6,5,5,4,0,0
LA5FBA,4,0,4,0,0,0,0,0
LA5YJ,24,23,1,0,1,0,0,0
LA6IHA,15,5,3,5,8,1,0,0
LA6M,17,0,1,5,13,5,0,0
LA6PB,5,0,0,0,0,5,0,0
LA6SK,15,2,3,7,5,3,0,0
LA6TPA,5,0,0,1,3,4,1,0
LA6XI,11,0,3,6,2,4,0,0
LA6YIA,2,0,0,2,0,0,0,0
LA6ZFA,26,8,10,8,8,2,0,0
LA7AFA,23,16,0,2,6,2,0,0
LA7DHA,27,0,10,11,14,9,2,0
LA7GIA,39,14,19,20,19,8,2,0
LA7MFA,19,0,0,18,2,0,0,0
LA7NFA,20,0,0,0,20,0,0,0
LA7SI,19,2,7,7,7,4,0,0
LA7THA,17,6,11,5,2,0,0,0
LA7XK,21,0,3,6,11,6,3,0
LA8AW,27,5,5,9,15,11,7,0
LA8CJ,15,0,0,0,12,8,1,0
LA8FTA,3,0,0,2,1,0,0,0
LA8HGA,17,0,3,3,15,5,2,0
LA8OKA,13,0,5,5,5,1,0,0
LA8OM,45,17,25,35,17,12,0,0
LA8PDA,10,0,0,0,6,7,0,0
LA9OI,30,7,8,11,8,4,0,0
LA9VKA,17,0,12,0,6,0,0,0
LA9WDA,19,0,0,0,11,12,1,0
LB2TB,12,7,4,0,1,2,0,0
LB3RE,13,0,8,3,7,2,0,0
LB6KC,9,0,0,0,0,9,0,0
LB7Q,4,2,3,1,0,0,0,0
LN8W,48,38,42,48,36,23,15,0
LT1F,48,5,14,20,29,30,12,0
LT5V,33,0,0,0,33,0,0,0
LU1DZ,35,0,1,9,10,23,7,0
LU1WI,14,0,0,0,0,14,0,0
LU2DKT,7,7,0,0,0,0,0,0
LU2DX,17,0,17,0,0,0,0,0
LU2FGL,12,0,0,0,12,0,0,0
LU2WA,28,0,1,9,12,17,4,0
LU3CT,16,0,0,16,0,0,0,0
LU3CW,8,0,0,0,0,8,0,0
LU3JVO,9,0,0,3,0,6,3,0
LU3XX,16,0,0,16,1,0,0,0
LU4AT,39,0,0,0,19,27,0,0
LU4HK,25,0,0,0,25,0,0,0
LU4OC,22,0,0,0,0,22,0,0
LU4VI,8,0,0,0,0,0,8,0
LU5DDX,16,0,0,0,5,15,5,0
LU5DF,19,0,0,1,0,0,19,0
LU5DX,38,1,8,19,27,20,11,0
LU5FF,34,0,0,0,34,0,0,0
LU5YF,27,1,4,10,13,11,0,0
LU6DO,20,0,0,0,0,0,20,0
LU6DOT,24,0,0,2,6,19,0,0
LU6ETB,12,0,2,10,4,2,0,0
LU6QI,2,0,0,0,0,2,0,0
LU6UO,29,0,0,0,0,29,0,0
LU7HN,18,0,0,0,0,0,18,0
LU7VCH,22,0,0,0,0,17,6,0
LU7YS,28,1,8,4,10,17,4,0
LU8DZJ,18,0,0,1,8,8,5,0
LU8EHR,20,0,0,5,8,9,3,0
LW1EUD,32,0,0,4,16,23,6,0
LW3DC,34,0,0,5,19,22,9,0
LW3DG,17,0,3,4,7,9,1,0
LW5EE,12,0,0,0,3,10,5,0
LW6DW,4,0,0,0,2,2,1,0
LW8DQ,16,0,0,0,0,0,16,0
LX/PA3EZC/P,22,6,10,6,11,6,0,0
LX1ER,20,5,3,7,7,4,1,0
LX1NO,3,3,0,0,0,0,0,0
LX4A,25,5,5,8,15,16,5,0
LX7I,48,10,17,22,16,14,4,0
LY1CT,20,0,0,0,20,0,0,0
LY1DZ,21,6,10,10,8,5,0,0
LY1M,20,0,0,20,0,0,0,0
LY1R,24,0,5,9,11,11,4,0
LY1XA,7,0,0,0,7,0,0,0
LY2AT,16,0,3,13,4,2,0,0
LY2AX,23,4,2,7,8,8,5,0
LY2BAA,23,0,13,10,9,4,1,0
LY2BMX,38,0,38,0,0,0,0,0
LY2CO,28,3,17,8,10,0,0,0
LY2EX,19,0,7,6,6,2,0,0
LY2F,8,0,5,2,0,3,0,0
LY2GW,8,0,8,0,0,0,0,0
LY2J,48,12,22,23,17,11,1,0
LY2KA,14,0,0,0,1,14,0,0
LY2MC,22,0,22,0,0,0,0,0
LY2N,19,0,6,11,7,4,0,0
LY2NK,36,36,0,0,0,0,0,0
LY2NZ,16,7,5,3,10,2,1,0
LY2OM,18,0,18,0,0,0,0,0
LY2OU,32,32,0,0,0,0,0,0
LY2PAD,21,0,0,0,21,0,0,0
LY2T,7,0,7,0,0,0,0,0
LY2W,48,28,35,48,30,19,11,0
LY2XW,43,19,18,22,15,10,4,0
LY3AB,9,2,0,6,3,1,0,0
LY3B,38,16,16,22,11,6,3,0
LY3CY,35,0,23,17,9,7,0,0
LY3NX,18,5,10,6,0,0,0,0
LY4A,48,35,38,48,35,18,8,0
LY4BF,18,0,0,0,18,0,0,0
LY4G,25,0,25,0,0,0,0,0
LY4K,7,0,6,5,1,0,0,0
LY4L,48,27,32,40,22,14,9,0
LY4O,18,6,9,6,2,2,0,0
LY4R,11,5,0,4,1,1,0,0
LY4T,43,15,16,21,16,14,5,0
LY5E,42,21,24,27,15,15,5,0
LY5G,34,0,0,34,0,0,0,0
LY5I,39,0,39,0,0,0,0,0
LY5O,5,0,2,2,2,0,0,0
LY5R,47,15,27,35,21,16,5,0
LY5T,2,0,2,1,0,0,0,0
LY5W,44,0,0,44,0,0,0,0
LY6A,36,8,25,26,11,8,0,0
LY7M,33,0,33,0,0,0,0,0
LY7Z,47,15,25,35,24,13,6,0
LY8O,37,0,37,0,0,0,0,0
LY9Y,36,13,19,26,22,18,9,0
LZ0M,3,0,0,0,3,3,1,0
LZ1AQ,32,0,32,0,0,0,0,0
LZ1BJ,2,0,2,0,0,0,0,0
LZ1BP,20,0,0,0,2,20,0,0
LZ1BY,23,0,0,14,7,7,3,0
LZ1DO,2,0,0,0,1,2,0,0
LZ1DPN,9,0,2,3,4,3,0,0
LZ1DQ,20,0,0,0,20,0,0,0
LZ1FH,24,1,5,10,14,7,1,0
LZ1GE,30,0,6,14,8,7,0,0
LZ1GJ,26,0,3,14,11,5,1,0
LZ1GU,14,14,0,0,0,0,0,0
LZ1HW,28,0,10,13,5,7,1,0
LZ1IA,20,0,0,0,0,20,0,0
LZ1IKY,28,0,5,12,15,2,0,0
LZ1KZ,9,0,0,9,0,0,0,0
LZ1MDU,23,0,0,15,8,9,1,0
LZ1NG,17,0,0,0,0,0,17,0
LZ1OJ,18,0,0,9,6,6,0,0
LZ1PJ,6,0,1,5,0,1,0,0
LZ1QN,22,0,4,8,13,2,0,0
LZ1QV,27,0,0,27,0,0,0,0
LZ1RW,28,0,0,15,8,8,0,0
LZ1ST,8,0,0,4,3,2,0,0
LZ1VKD,17,0,0,15,4,0,0,0
LZ1VQ,17,0,1,17,0,0,0,0
LZ1ZJ,11,0,0,5,5,5,2,0
LZ1ZP,32,0,4,18,2,12,1,0
LZ2AU,10,0,10,0,0,0,0,0
LZ2CH,25,2,4,15,6,3,0,0
LZ2DJA,18,0,3,6,5,11,2,0
LZ2FL,17,0,0,17,0,0,0,0
LZ2FP,15,0,0,15,0,0,0,0
LZ2GS,11,0,0,0,0,0,11,0
LZ2HA,20,0,0,0,2,19,0,0
LZ2HR,14,0,0,0,0,0,14,0
LZ2JA,6,0,0,0,0,0,6,0
LZ2JOW,22,1,3,15,6,1,0,0
LZ2JR,22,0,9,15,7,4,0,0
LZ2OQ,13,0,0,2,8,6,1,0
LZ2RS,20,0,0,0,0,20,0,0
LZ2WO,27,27,0,0,0,0,0,0
LZ2ZG,24,0,1,22,3,1,0,0
LZ2ZY,11,0,0,0,0,11,0,0
LZ3PZ,11,0,0,11,0,0,0,0
LZ3RM,7,0,0,3,4,0,0,0
LZ3TL,16,0,0,10,6,2,0,0
LZ3V,9,0,4,6,2,2,0,0
LZ3ZQ,13,0,2,9,3,3,0,0
LZ4AW,29,5,8,16,15,9,2,0
LZ4SU,17,4,1,6,9,6,0,0
LZ4T,29,0,0,29,0,0,0,0
LZ5K,36,0,0,36,0,0,0,0
LZ5PL,7,0,2,4,6,5,0,0
LZ5QZ,9,0,0,8,3,1,0,0
LZ5R,48,16,26,32,25,22,13,0
LZ5VK,19,2,4,10,9,5,0,0
LZ5W,21,0,0,0,21,0,0,0
LZ5Z,31,0,0,0,31,0,0,0
LZ73TRC,2,0,0,2,0,0,0,0
LZ7A,48,8,23,27,22,19,4,0
LZ7D,11,0,9,0,3,0,0,0
LZ7DL,14,0,0,0,13,5,0,0
LZ7DX,28,0,0,28,0,0,0,0
LZ7H,20,0,6,12,10,6,0,0
LZ7J,28,3,5,13,9,10,3,0
LZ7MM,9,0,0,0,9,0,0,0
LZ7O,15,0,5,8,7,4,0,0
LZ7U,15,0,14,0,1,0,0,0
LZ7VM,7,0,0,2,2,3,0,0
LZ7Y,23,0,11,0,9,7,0,0
LZ8R,14,0,0,0,0,0,14,0
LZ8U,22,0,0,0,22,0,0,0
LZ8Z,19,0,2,9,11,5,0,0
LZ9V,24,0,0,0,0,24,0,0
LZ9W,48,34,41,48,41,24,18,0
M0B,6,0,0,0,6,0,0,0
M0BLF,22,0,0,0,22,0,0,0
M0BPQ,22,0,1,11,12,5,2,0
M0CVO,16,0,3,13,10,2,0,0
M0DDT,23,7,5,13,10,5,1,0
M0DXR,48,15,23,34,27,17,4,0
M0IHT,22,0,1,9,12,6,0,0
M0MPM,33,6,10,13,13,7,3,0
M0MXX,11,0,0,3,8,1,0,0
M0OSH,4,0,0,0,4,1,0,0
M0P,7,0,0,3,4,3,0,0
M0PTO,9,0,0,5,6,2,0,0
M0SHM,3,0,3,0,0,0,0,0
M0SQC,10,4,4,6,3,2,0,0
M0TCL,5,0,0,0,5,0,0,0
M0UAT,14,2,3,4,3,3,0,0
M0XAC,6,0,5,2,0,0,0,0
M0YTT,14,0,0,4,7,4,0,0
M1K,6,0,2,4,3,1,0,0
M2G,30,7,8,12,19,12,6,0
M2X,27,6,12,13,11,7,3,0
M3I,15,0,0,0,0,15,2,0
M4M,18,0,0,0,0,18,0,0
M4X,6,3,3,3,0,1,0,0
M5D,19,0,0,0,0,19,0,0
M5M,11,0,0,5,7,3,0,0
M6O,22,0,0,0,22,0,0,0
M6T,48,35,37,48,43,27,21,0
M6W,40,0,0,40,0,0,0,0
M7O,19,0,0,0,19,0,0,0
M7R,21,0,21,0,0,0,0,0
M7V,19,19,0,0,0,0,0,0
M7W,39,15,20,14,16,13,2,0
M7X,22,0,0,0,0,22,0,0
M8A,19,0,0,0,19,0,0,0
M8C,16,2,6,7,4,4,1,0
MI0SAI,11,0,0,0,1,10,0,0
MI4I,26,3,4,14,11,5,0,0
MI5I,27,9,10,10,18,10,1,0
MJ0RTI,31,0,12,25,13,0,0,0
MM0AMW,13,0,2,7,6,6,0,0
MM0DGI,4,0,4,0,0,0,0,0
MM0RYR,9,0,0,5,6,0,0,0
MM0TGH,23,1,13,12,6,3,0,0
MM1E,23,0,12,17,7,3,0,0
MM2N,9,1,6,5,3,1,0,0
MM2T,25,0,0,0,25,0,0,0
MM3AWD,30,1,11,18,18,9,1,0
MM3N,28,0,8,13,15,8,0,0
MM3T,27,0,8,8,12,11,3,0
MM4D,16,0,0,16,0,0,0,0
MU0FAL,19,0,0,4,16,0,1,0
MW0BRO,22,2,5,3,3,16,0,0
MW0IDX,17,0,0,17,0,1,0,0
MW5B,44,0,0,44,0,0,0,0
MW5R,8,1,1,6,2,1,0,0
N0AT,2,0,1,1,2,1,0,0
N0AX,17,2,6,8,9,5,1,0
N0BK,31,4,8,14,22,14,2,0
N0GEF,18,0,1,8,7,9,3,0
N0GM,11,0,0,4,2,6,3,0
N0GOS,20,0,0,6,6,10,0,0
N0HJZ,29,4,6,15,16,10,2,0
N0IJ,40,8,17,27,27,13,6,0
N0KE,35,5,11,9,13,10,2,0
N0KK,23,2,5,9,14,10,1,0
N0KOE,9,0,0,5,4,1,0,0
N0KQ,32,2,5,12,16,15,3,0
N0MJ,2,0,0,0,2,0,0,0
N0NI,46,22,28,32,28,19,7,0
N0SMX,18,0,6,6,5,8,2,0
N0STL,10,0,0,7,3,0,0,0
N0UK,14,0,0,4,7,6,1,0
N0UR,7,0,0,0,0,7,0,0
N0UV,2,0,0,0,1,2,0,0
N0UY,28,3,4,10,13,7,1,0
N0VD,12,0,0,12,0,0,0,0
N1API,32,0,0,14,18,10,3,0
N1AW,14,1,2,4,4,5,1,0
N1DC,31,3,6,12,18,12,6,0
N1DG,35,13,18,19,24,18,6,0
N1DID,34,2,6,17,20,15,4,0
N1DM,12,0,11,1,0,1,0,0
N1FF,17,0,3,7,9,3,0,0
N1GN,15,1,3,5,9,7,1,0
N1GSA,11,0,2,3,8,0,0,0
N1IA,16,0,0,0,16,0,0,0
N1IBM,32,3,8,17,19,11,3,0
N1IX,40,5,14,15,21,17,1,0
N1IXF,7,0,0,0,5,4,0,0
N1JI,4,0,1,2,2,1,0,0
N1JP,26,4,5,11,15,6,0,0
N1KWF,11,0,0,5,7,0,0,0
N1LN,20,5,6,5,8,5,2,0
N1MD,20,2,1,8,11,8,2,0
N1MGO,7,0,0,5,0,3,0,0
N1MM,48,12,19,29,24,17,8,0
N1NN,22,0,2,6,10,11,0,0
N1OKL,11,1,2,5,2,4,0,0
N1PGA,34,6,13,14,15,10,1,0
N1QD,7,0,0,0,7,0,0,0
N1RM,15,0,2,8,7,5,0,0
N1RR,24,0,0,24,0,0,0,0
N1SOH,32,2,9,13,12,12,2,0
N1SZ,8,2,2,6,1,2,0,0
N1TO,32,2,5,14,17,8,3,0
N1TYH,13,0,1,5,6,7,1,0
N1UR,44,14,17,21,20,16,5,0
N1VH,15,0,3,10,8,4,0,0
N1YC,9,0,4,6,5,1,0,0
N2AN,26,4,9,13,19,8,2,0
N2BA,41,11,17,21,24,18,7,0
N2BEG,26,4,8,11,14,9,4,0
N2BJ,23,0,2,11,17,7,2,0
N2CG,21,0,2,5,11,6,0,0
N2CJN,8,0,1,2,4,2,0,0
N2CQ,19,0,0,7,9,10,0,0
N2CU,39,7,10,14,19,11,4,0
N2ED,25,7,9,7,13,12,3,0
N2EM,30,0,11,13,11,9,5,0
N2GC,14,3,4,7,7,4,1,0
N2JJ,21,12,0,5,3,3,0,0
N2JNE,19,0,2,13,6,4,1,0
N2KA,14,5,3,9,1,0,0,0
N2KOF,15,0,0,6,7,4,0,0
N2MA,10,0,4,4,4,4,1,0
N2MF,33,0,0,0,33,0,0,0
N2MM,43,10,16,27,28,16,5,0
N2MUN,20,0,0,2,19,17,0,0
N2NI,20,4,6,8,10,7,1,0
N2NO,10,0,1,7,3,0,0,0
N2NS,29,6,8,10,16,11,1,0
N2NT,39,11,16,19,17,16,6,0
N2OO,8,8,0,0,0,0,0,0
N2RI,21,3,4,8,7,7,1,0
N2RJ,34,3,8,19,15,8,3,0
N2SO,22,0,3,10,12,0,0,0
N2SQW,28,1,3,13,19,10,0,0
N2SR,34,6,10,21,21,13,7,0
N2TK,39,7,11,18,24,19,9,0
N2UU,12,0,2,7,7,6,0,0
N2VW,16,3,7,8,6,2,0,0
N2WK,28,10,14,11,12,11,7,0
N2WKS,25,8,13,16,11,5,3,0
N2YB,13,1,2,5,5,3,0,0
N2ZX,36,20,21,26,7,5,0,0
N3AD,47,14,24,31,29,17,3,0
N3AFT,2,0,0,0,2,0,0,0
N3AM,30,3,4,19,19,11,1,0
N3CKI,6,0,0,0,6,2,0,0
N3CS,7,0,0,0,3,5,0,0
N3CW,11,0,3,6,7,6,0,0
N3CZ,7,0,0,6,2,0,0,0
N3EA,23,0,0,6,10,7,0,0
N3EB,14,2,6,4,5,3,0,0
N3ED,36,0,13,18,21,12,3,0
N3ER,39,5,10,22,21,10,3,0
N3FCP,20,2,9,5,5,6,0,0
N3FJP,26,0,6,12,21,15,6,0
N3FM,29,1,4,15,17,13,1,0
N3GWZ,6,1,1,3,4,0,0,0
N3HCN,14,0,0,0,14,0,0,0
N3HEE,2,0,0,2,0,0,0,0
N3JT,25,0,7,13,17,10,3,0
N3KCJ,4,0,0,0,4,2,0,0
N3KN,21,3,5,6,12,12,2,0
N3ND,10,1,2,4,8,6,1,0
N3NR,4,1,1,2,1,1,0,0
N3PDT,6,0,0,0,6,0,0,0
N3QE,41,13,19,26,22,8,4,0
N3RD,40,13,14,21,29,19,8,0
N3RJ,36,3,6,12,20,8,0,0
N3RS,40,11,19,24,24,19,9,0
N3TG,7,0,0,4,3,0,0,0
N3UA,14,0,2,1,0,12,0,0
N3XL,9,0,0,3,7,1,0,0
